"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Zufsp",1.04531984041648e-06,2.60561156229706,0.092,0.018,0.0141546759590795
"Rpl32",1.07738979658841e-06,-0.213095787495789,0.985,0.997,0.0145889352356037
"Gnb2l1",1.10606099373244e-06,-0.234858992701207,0.97,0.977,0.014977171916131
"Oas1g",1.17313432989814e-06,4.19226720079355,0.063,0.003,0.0158854119611507
"Ms4a6c",1.20881878832797e-06,2.99107747233598,0.082,0.013,0.0163686152127491
"Rnf8",1.39938903181471e-06,1.4337991525515,0.15,0.056,0.018949126879803
"Casp8",1.42714818285014e-06,0.96458700320571,0.227,0.115,0.0193250135439737
"Gm13192",1.47294811819743e-06,-0.470488963682901,0.558,0.654,0.0199451904685114
"Tnfsf10",1.57506423844864e-06,2.35926950608828,0.098,0.023,0.021327944852833
"Ptpn7",1.58838801015074e-06,-1.35690620111284,0.065,0.14,0.0215083620454512
"Itk",1.6164277933084e-06,0.891446745768496,0.32,0.193,0.0218880487491891
"Gm9846",1.66039425854256e-06,-0.541037026132615,0.494,0.595,0.0224833986549248
"Cd69",1.79752012088125e-06,1.09686246153254,0.175,0.076,0.0243402199568531
"Gm7722",1.97741232282105e-06,-1.60837285782483,0.049,0.115,0.0267761402633199
"H3f3b",2.20783394424159e-06,0.582241008240231,0.51,0.374,0.0298962794389753
"Nop10",2.29827986155228e-06,-0.916253066556852,0.159,0.257,0.0311210076052795
"Gm12471",2.37637863731257e-06,-0.988926291312167,0.145,0.242,0.0321785431278494
"Anxa6",2.54439964850818e-06,-0.694672781029591,0.259,0.369,0.0344537156404493
"Hk1",2.61436434773763e-06,1.85632725468867,0.143,0.056,0.0354011076327153
"Prkcb",2.61659220753338e-06,-1.12117944088953,0.081,0.16,0.0354312750822095
"Iqgap1",2.6906501492317e-06,-0.980110949628029,0.2,0.3,0.0364340936707465
"Keap1",2.86605550027757e-06,0.891918843530233,0.171,0.071,0.0388092575292586
"Rpl7",3.66374179751288e-06,-0.276387592081509,0.861,0.896,0.0496107276801219
"Parp10",3.6753079782149e-06,1.64345694994339,0.153,0.064,0.049767345333008
"Rps15-ps2",3.94384752051676e-06,-0.904840504322854,0.175,0.27,0.0534036392753174
"Gm10443",4.028232418102e-06,-0.42962120260719,0.586,0.695,0.0545462951735191
"Epsti1",4.1725879749711e-06,0.7934458371402,0.26,0.145,0.0565010137690837
"Rps10-ps1",4.2915967859992e-06,-0.260969807145688,0.872,0.941,0.0581125120792152
"Gclm",4.52025338630503e-06,-1.95926305046758,0.023,0.071,0.0612087511039564
"Gm11942",4.71313243752605e-06,-0.203413482472633,0.964,0.972,0.0638205263365402
"Ogfr",4.80424761454365e-06,1.21841157169297,0.165,0.071,0.0650543169485356
"Rpl31",4.8356928624878e-06,-0.435661631910637,0.582,0.672,0.0654801170509473
"Emp3",4.87602719965967e-06,-0.968915775618174,0.221,0.321,0.0660262843105916
"Ddx24",4.99133047800474e-06,0.863571455679643,0.237,0.13,0.0675876060026622
"Cotl1",5.00012078149847e-06,-0.683188184472592,0.351,0.455,0.0677066355022708
"Cd2",5.01576372454856e-06,0.65324087722216,0.441,0.313,0.0679184565941121
"Trim34a",5.08489013009881e-06,1.35103587387215,0.137,0.051,0.068854497251668
"SNORD24",5.15499700246758e-06,0.962178621574857,0.208,0.104,0.0698038144104134
"Morc3",5.42530182692626e-06,0.883733800520511,0.137,0.051,0.0734640120384085
"Tcof1",5.94520855632994e-06,0.746590944110968,0.281,0.163,0.0805040690612637
"Itgae",6.4898151329613e-06,-1.79083513727472,0.031,0.084,0.0878785867154289
"Gm7658",6.58689987728114e-06,0.883865818863609,0.278,0.165,0.0891932112382639
"Gm9294",6.64951694463009e-06,-0.827810746570485,0.274,0.369,0.0900411089472361
"Rpl21",7.21714021541504e-06,-0.446256817832796,0.573,0.669,0.0977272956569351
"Arrdc3",7.45845472190526e-06,3.30985402988057,0.065,0.008,0.100994935389319
"Lars2",7.86517924632977e-06,0.565690730120203,0.427,0.298,0.106502392174551
"Lgals1",8.16341663986225e-06,-1.42867328643586,0.065,0.135,0.110540824720375
"Nkg7",8.42322280825934e-06,-0.478006000432702,0.37,0.501,0.11405886004664
"Capza2",8.94816189364612e-06,0.830205610998319,0.224,0.12,0.121167060201862
"Rpl23a-ps3",1.04255477955975e-05,-0.667241340913131,0.28,0.377,0.141172342700185
"Stat3",1.06349104814845e-05,1.00031059814872,0.212,0.112,0.144007322829782
"Rpsa-ps11",1.16120282301078e-05,-0.86769233526787,0.153,0.244,0.15723847426389
"Pla2g16",1.23921814653087e-05,0.817204525372359,0.212,0.112,0.167802529221745
"Arhgef1",1.38372170440667e-05,-0.670026215064776,0.331,0.43,0.187369755993707
"Ppp1r14b",1.44426943482689e-05,-1.34191157976748,0.088,0.16,0.195568524169909
"Lgals9",1.47847391959715e-05,0.661052294625742,0.345,0.229,0.20020015345265
"Gm10275",1.55014027410173e-05,-0.367865338215635,0.607,0.705,0.209904494516115
"Rpl22l1",1.59679477312041e-05,-0.413083010462566,0.51,0.608,0.216221980228235
"Nmt2",1.6421379619911e-05,-2.01054069016675,0.019,0.061,0.222361901433215
"Asb13",1.65824346745793e-05,2.26806418632725,0.083,0.02,0.224542747928478
"Ccrl2",1.75666499465961e-05,3.74148958371019,0.056,0.005,0.237870006926858
"Chmp4b",1.77088287228635e-05,0.774000855965258,0.237,0.132,0.239795249736295
"Pccb",1.78862321519938e-05,-1.06182522179886,0.173,0.257,0.242197469570148
"Rpl34",1.8338492674492e-05,-0.218436323579692,0.964,0.982,0.248321529305296
"Utrn",1.83421118596925e-05,1.01364028273358,0.245,0.145,0.248370536692096
"Ahnak",1.90224172488831e-05,-2.23721507088215,0.024,0.069,0.257582551967127
"Psme2",2.14000852901974e-05,0.469676257449049,0.476,0.333,0.289778554914564
"Flna",2.19993951787841e-05,-1.13427531919207,0.135,0.216,0.297893810115915
"Setdb2",2.28784626859351e-05,2.79026372456429,0.069,0.013,0.309797263230247
"Gm13341",2.4407040652695e-05,-0.666783915517955,0.276,0.369,0.330495737478143
"Sh3bgrl3",2.71588003666305e-05,-0.448321323836688,0.468,0.557,0.367757315764544
"Dusp28",2.76075688025538e-05,2.52557831460182,0.059,0.008,0.373834089155381
"Cd86",2.99055930670365e-05,1.85198755285055,0.104,0.036,0.404951635720741
"Zyx",3.09157158487594e-05,-1.07284913593161,0.128,0.209,0.418629708308051
"Emb",3.2769822950152e-05,0.53189409644428,0.359,0.239,0.443736172568008
"Cnp",3.39969236789601e-05,0.77272831761162,0.345,0.237,0.460352343536799
"Abcg1",3.47199229203652e-05,1.27664201363547,0.129,0.053,0.470142476264665
"Zfp36l1",3.47688252236129e-05,0.736702238900817,0.27,0.165,0.470804662352943
"Ptprc",3.4981997206328e-05,0.431190347789806,0.629,0.511,0.473691224170888
"Gm15421",3.56171997143951e-05,-0.843929472356882,0.138,0.224,0.482292501332624
"Dusp11",3.57901505086223e-05,0.871733085367135,0.224,0.127,0.484634428037254
"Sepw1",3.78392928845773e-05,0.544286151875896,0.339,0.226,0.512381864950061
"H2-Q4",3.95481839885654e-05,1.08186650503186,0.142,0.064,0.535521959389164
"SNORD75",4.15495489645807e-05,1.12746959287863,0.136,0.059,0.562622442529387
"Vps54",4.33010547300906e-05,2.31893476368008,0.07,0.015,0.586339582100157
"Tnk2",4.35980750262087e-05,-1.89583629389691,0.021,0.061,0.590361533929892
"Cnbp",5.19821895769902e-05,0.438601006946941,0.45,0.328,0.703890829062024
"Coro1a",5.65894230072248e-05,-0.331044580229527,0.831,0.868,0.766277376940831
"Tle3",5.79119877907692e-05,-0.988740668995709,0.058,0.117,0.784186226674806
"Gm8692",5.92099117649853e-05,-0.813395076214755,0.17,0.254,0.801761415209666
"Seh1l",5.93139037541285e-05,-1.11099905804073,0.05,0.107,0.803169570734653
"Insl6",5.95673217640317e-05,2.37464707531471,0.06,0.01,0.806601104006753
"Dbnl",5.97005754858741e-05,0.948387563537825,0.246,0.15,0.808405492654221
"Whsc1l1",6.16662117892576e-05,0.644772990157667,0.263,0.165,0.835022173838337
"Gm5921",6.1747628667763e-05,-0.878945499844756,0.088,0.158,0.836124639790178
"Wdr1",6.26522345414616e-05,-0.681611749538401,0.196,0.288,0.848373907925931
"Anp32b",6.64566928502082e-05,-0.735941777785699,0.292,0.379,0.899890077884669
"Sidt1",6.80226784814101e-05,0.975585336370149,0.24,0.145,0.921095089316774
"Gm10837",6.89550362049653e-05,-1.81566366413992,0.028,0.071,0.933720145251436
"Gm10073",7.64152656052462e-05,-0.272163559856915,0.895,0.924,1
"Eno1",7.90880623115497e-05,-1.03865133729652,0.112,0.183,1
"Psip1",8.04125272023916e-05,0.726381753523642,0.2,0.112,1
"Pdia3",8.06075511710343e-05,0.539461331455893,0.26,0.158,1
"Scml4",8.55735211250536e-05,0.823853175158762,0.157,0.076,1
"Ppa1",8.7681892215444e-05,1.12898192350223,0.131,0.059,1
"Gm15148",9.67027163498741e-05,-0.563159695640417,0.384,0.466,1
"Gm8017",9.99226025351181e-05,-0.553580830320582,0.317,0.407,1
"Max",0.000101700337485472,0.891313594722057,0.141,0.066,1
"Grn",0.000105514421237678,1.63437710008954,0.086,0.028,1
"Rpl14-ps1",0.00010850417363989,-0.280269587737116,0.682,0.774,1
"Rpl38-ps2",0.00010969565624322,-0.201899159736389,0.905,0.934,1
"Oxct1",0.000113679582404614,-1.44309368354644,0.057,0.112,1
"Yipf1",0.000116160346261319,2.23536594068653,0.065,0.015,1
"Gm4613",0.000121590324809403,-0.596253199027597,0.33,0.422,1
"Rpl5",0.000123925411970561,-0.397171818044154,0.471,0.555,1
"Sh2d3c",0.000128104602391391,-1.22494604052092,0.061,0.117,1
"Trim12a",0.00012963981620643,0.656041433546008,0.284,0.186,1
"Gm8805",0.000132367986517086,-0.85982973893845,0.126,0.198,1
"Zc3hav1",0.000132666896423558,0.54247007011906,0.314,0.211,1
"Cd164",0.000133417831569854,0.833324751995519,0.31,0.216,1
"Phc2",0.000134345840385289,1.25006165110878,0.146,0.074,1
"Cxcr3",0.000137942431537019,-1.27777563761281,0.042,0.092,1
"Piga",0.000141913757806348,3.13456230874474,0.051,0.008,1
"Nme1",0.00014313463644174,-0.479005413255369,0.189,0.28,1
"AI837181",0.00014607089703018,1.12303311308195,0.129,0.059,1
"Tuba1c",0.000148034625469005,-1.45115518288158,0.039,0.087,1
"Mllt3",0.00014964620794381,0.922906495205841,0.126,0.056,1
"Mrpl23-ps1",0.000154605278025278,-1.2780689681606,0.052,0.104,1
"Tor1aip1",0.00015514114568,0.751467665476105,0.196,0.115,1
"Vasp",0.000160132018119631,-0.727614904628887,0.21,0.293,1
"Ddx39b",0.000161493605265065,0.705614949052695,0.268,0.173,1
"Gm10243",0.000162230612356967,-0.525466621275372,0.301,0.392,1
"Ndufa6",0.000163871672331634,0.295512050913334,0.463,0.344,1
"Dgka",0.000168175283885381,0.46646594593521,0.522,0.405,1
"Vars",0.000170462063918017,1.13785453055051,0.204,0.122,1
"Actr2",0.000170855442275452,0.507402520305763,0.46,0.349,1
"Satb1",0.000181535559122642,0.448610361024344,0.395,0.285,1
"Thada",0.000183324115552871,1.7469226828254,0.079,0.025,1
"Rab8a",0.000186411211950492,0.545681677621143,0.301,0.201,1
"Rpl29",0.000189926519351907,-0.296523031401786,0.746,0.789,1
"Gm10076",0.000193406964705229,-0.182302862155079,0.958,0.977,1
"Isyna1",0.000197915741414676,-1.2785854421307,0.071,0.13,1
"Gm7206",0.000216194812399261,-0.466018135576361,0.339,0.43,1
"Rps25",0.000219769197152777,-0.207974132890613,0.884,0.898,1
"Rps24-ps2",0.000220482229154257,-0.640022646343994,0.2,0.282,1
"BC029214",0.000223563836829427,2.70378759608373,0.054,0.01,1
"Gm4604",0.000225806364902729,-0.246142334502312,0.88,0.901,1
"Phyh",0.000229317301348987,0.943355379409276,0.071,0.02,1
"Gm4832",0.000231256977294544,-1.08745970439032,0.077,0.137,1
"Zfp259",0.000232708581842849,-0.930103021511305,0.043,0.092,1
"Fyb",0.000246163987189714,0.536521148902378,0.398,0.293,1
"Gm15427",0.000247488131775413,-0.167080724919395,0.927,0.947,1
"Evi2a",0.000269651446245178,1.43524019561477,0.07,0.02,1
"Ms4a1",0.000288115016396154,1.51399746791739,0.077,0.025,1
"Gm10051",0.000300402053677623,-0.57930080162594,0.259,0.338,1
"Gm12034",0.00030145063970629,-0.482779381059472,0.322,0.41,1
"Rap1gds1",0.000306133194677786,-1.12218426867039,0.054,0.104,1
"Trim30b",0.000311616090503395,2.21746791297037,0.057,0.013,1
"Vcpip1",0.000312120298196229,1.52621891108778,0.105,0.046,1
"Tpi1",0.000313647355525827,-1.24424687046199,0.026,0.064,1
"Prrc2c",0.000324462648910323,0.480326149637053,0.276,0.183,1
"Ctsc",0.000330747071140903,-0.741624063453201,0.097,0.163,1
"Atp1b1",0.000332261501695349,-1.18629399459667,0.042,0.089,1
"Jak2",0.000336060352627405,1.02388061795911,0.136,0.069,1
"Srsf5",0.000336504907518726,0.540302003368115,0.204,0.12,1
"Rpl21-ps10",0.000341308031130535,-1.04436548674062,0.048,0.097,1
"Hmgn2",0.000344030363791207,1.96436287068183,0.052,0.01,1
"6330512M04Rik",0.000344177981406418,-1.0550654083197,0.026,0.064,1
"Traf3ip3",0.000359658822511872,0.635155550480158,0.201,0.12,1
"Papd7",0.000363431532008557,1.79021548200877,0.056,0.013,1
"Dhps",0.000380113705621373,1.97704314923079,0.056,0.013,1
"Gm15564",0.000381448246540496,1.01735786140533,0.119,0.056,1
"Snord49a",0.000389006101170941,2.16340498126193,0.051,0.01,1
"Cyld",0.000395052064967462,0.833063565189227,0.17,0.097,1
"Tes",0.000398701832206366,-0.888668747774894,0.124,0.191,1
"Comt",0.000402669960742516,-1.75365117518408,0.018,0.051,1
"B4galt5",0.000408261687393603,1.03368350095563,0.113,0.051,1
"Gpr114",0.000418629818367117,0.853648234696151,0.088,0.033,1
"Rara",0.000424952789081147,-1.23120539047748,0.034,0.076,1
"Wipf1",0.000437770982948172,0.578089099892711,0.339,0.239,1
"Rpl26",0.000438973250109435,-0.161748240149448,0.982,0.977,1
"9330175E14Rik",0.000442962778790137,1.41856805795507,0.09,0.036,1
"Oas1b",0.000463385761783922,1.81878757827495,0.067,0.02,1
"Gm12481",0.000470014934326893,-0.730605331993841,0.149,0.221,1
"Ppp2r2a",0.00047407261052926,0.683803610675875,0.129,0.064,1
"Tspan14",0.000487338197313122,1.5191824728881,0.097,0.041,1
"Gm15501",0.000487373949561886,-0.445674915598215,0.385,0.455,1
"Rps17",0.000487763057303812,-0.650169711407892,0.219,0.293,1
"Timm8b",0.0004919179953555,-1.2236146044507,0.037,0.079,1
"Gm8995",0.000498600648694214,1.17684040187514,0.103,0.046,1
"Xrn2",0.000505916514455278,0.48037395727782,0.309,0.214,1
"Usp47",0.000506877476252527,1.31171530645061,0.111,0.051,1
"Srm",0.00051002450427324,-1.02983431236809,0.054,0.104,1
"Ctla2a",0.000520144617450352,-1.1821869813741,0.031,0.071,1
"Pgap2",0.000529832717461924,2.51418519844243,0.05,0.01,1
"Hmgn1",0.000549946364247927,0.458909397074318,0.272,0.183,1
"Gm10288",0.000567902546584154,-0.264432212753853,0.721,0.809,1
"Dctn6",0.000568088223817631,1.08913059877681,0.104,0.046,1
"Rpl39",0.000579398683642154,-0.171881507051906,0.952,0.957,1
"Psmb2",0.000585533281875601,0.853461927748908,0.151,0.081,1
"Ifi204",0.000591340301089511,2.07699249318993,0.062,0.018,1
"Ip6k1",0.000612280252208358,0.906786308778355,0.117,0.056,1
"Gm16589",0.000612354495320415,1.79146881518223,0.081,0.031,1
"H2-T24",0.000612580087113617,1.66815995849688,0.054,0.013,1
"Samd1",0.000623058375520716,-1.51840157595062,0.026,0.061,1
"Gm4149",0.000626072685365432,-0.228897113959369,0.876,0.896,1
"Rpsa-ps4",0.000631574284338538,-0.970848375218603,0.062,0.115,1
"Peli1",0.000633625096815549,0.472280521703939,0.397,0.308,1
"Rpl18a-ps1",0.000643099559044795,-0.489053736120274,0.324,0.405,1
"Hsd11b1",0.000656763005388768,-1.07336484492184,0.1,0.16,1
"Rpl17-ps3",0.000659993687089938,-1.02134410764019,0.072,0.125,1
"Nup153",0.000672316443784743,0.895414286244068,0.137,0.071,1
"Higd1a",0.000672459954961226,-1.18454502142998,0.045,0.089,1
"Mettl1",0.000674800747383481,-1.01911917615752,0.03,0.069,1
"Gm12334",0.000677031169919563,-0.648721406941139,0.226,0.298,1
"Gm11836",0.000678757561665419,-0.499715801174784,0.215,0.295,1
"Gm12487",0.000688639575391299,0.979441610073004,0.109,0.051,1
"Setd2",0.000688931963190625,1.21252789937657,0.097,0.043,1
"Ccdc59",0.000690442804898324,1.77248084335717,0.073,0.025,1
"Pxk",0.000694347531816455,1.57571106322498,0.097,0.043,1
"Irf2",0.000699992827756817,0.828345057579738,0.192,0.117,1
"1190007I07Rik",0.000708175857118749,-1.09158836018148,0.027,0.064,1
"Serinc3",0.000711975843969042,0.58426910498062,0.327,0.237,1
"Creb3",0.000727762271792437,1.727743523253,0.061,0.018,1
"Gm12987",0.000729005865378034,-1.02469633156203,0.064,0.115,1
"Pcbp2",0.000731331439237682,0.311530053319142,0.569,0.466,1
"2810422J05Rik",0.000746300624331506,-0.309752312623891,0.626,0.684,1
"Stag2",0.000754082884480283,0.830948046249338,0.161,0.092,1
"Ddx50",0.000761272679644524,0.898551553251337,0.088,0.036,1
"Sugt1",0.000780002568245214,0.2644730494367,0.272,0.178,1
"Abcb1a",0.000780169951180424,1.29024157069526,0.057,0.015,1
"Inadl",0.000783564844381284,1.6493545294189,0.064,0.02,1
"Slx1b",0.000791102011169667,-0.81884089674171,0.105,0.165,1
"Cnot6l",0.000799771508571341,0.768503897028094,0.27,0.188,1
"Fam178a",0.000817581103330113,2.02082849599212,0.071,0.025,1
"Csda",0.000828132224743621,-1.56496979912241,0.03,0.066,1
"Hmgn2-ps1",0.000839830310753107,1.77864028490279,0.06,0.018,1
"Gm13680",0.000847153350839016,-0.799985945022518,0.128,0.191,1
"Aldoa",0.000866657930768309,0.380258333435046,0.422,0.323,1
"D10Wsu102e",0.000868646143463983,1.80818201402272,0.071,0.025,1
"Ehd1",0.000876668873320912,-1.12044612078267,0.04,0.081,1
"Tagln2",0.000885105478222209,-0.433126036414788,0.327,0.407,1
"Gm8430",0.000894345668407225,-0.431381365376499,0.288,0.369,1
"Atp6ap2",0.000903421537293265,1.69279819501185,0.078,0.031,1
"Dapl1",0.000911903679579097,-0.742920098174525,0.326,0.387,1
"Gm10036",0.000922390162479764,-0.190963068020272,0.854,0.888,1
"Egr1",0.000923847031897337,-1.53369297064685,0.026,0.061,1
"Arhgap25",0.000926214001057728,1.12149662052674,0.117,0.059,1
"Gm5879",0.000928831868635766,-0.701100886816633,0.242,0.305,1
"Ets2",0.00093089057879635,1.96022300919847,0.059,0.018,1
"Zcchc2",0.000932794695719882,1.04413672854928,0.107,0.051,1
"2900073G15Rik",0.000950455756325195,-0.394373227003102,0.382,0.458,1
"Btg1",0.000957767649258994,0.335244812851053,0.511,0.407,1
"Pebp1",0.000969211676119107,-0.921625756870477,0.085,0.14,1
"Scd1",0.000988225325374667,-1.52824406520394,0.023,0.056,1
"Mpeg1",0.000991501767630229,1.85459309616818,0.059,0.018,1
"Mitd1",0.000994551454379574,0.972568303306952,0.182,0.112,1
"Coro7",0.00104014010283408,-1.4901041654242,0.034,0.071,1
"Notch1",0.00105185175027913,0.785215621502223,0.142,0.076,1
"Atp5e",0.00105709955611566,-0.470787432179507,0.448,0.504,1
"Rps25-ps1",0.0010995072509349,-0.336053987646915,0.63,0.664,1
"Tomm5",0.00113452606090368,-0.840796308091512,0.069,0.12,1
"Parp11",0.00118704527398859,1.11349943414026,0.074,0.028,1
"Gm17241",0.00119544144048533,-0.429979447394656,0.363,0.438,1
"Gm3788",0.00120502944634473,-0.409381969357602,0.668,0.679,1
"Gsk3a",0.001263935446391,-0.947991818207564,0.078,0.13,1
"Ubxn4",0.00128676343185996,0.716255741490093,0.144,0.081,1
"Gm6136",0.00128982785613426,-0.427650150609323,0.334,0.405,1
"Trip12",0.0013221914781229,0.943352924358983,0.241,0.17,1
"Itm2c",0.00133440397933743,0.842019191011582,0.154,0.089,1
"Lats1",0.00133815222713842,1.74892179166521,0.05,0.013,1
"Msh3",0.00139666139602972,1.06681318761046,0.069,0.025,1
"Lcn4",0.00139977925258696,-1.12983628506627,0.036,0.074,1
"Gm10689",0.00140752244953367,-0.530973689290912,0.266,0.338,1
"Cd7",0.00141782178191443,-1.36424637001511,0.061,0.107,1
"Smg7",0.00141806671293289,1.19164760939497,0.097,0.046,1
"Pnpt1",0.00143069236053509,1.63220525826764,0.058,0.018,1
"Gm5239",0.00143580423813314,-0.25658839643657,0.812,0.835,1
"Tbc1d10c",0.00145252057165259,-0.792410588030274,0.248,0.313,1
"Cdk19",0.00149840220586655,0.792525287480486,0.115,0.059,1
"Actg1",0.00150190697553264,-0.745664150113927,0.186,0.247,1
"2700060E02Rik",0.00150204829247115,0.6336471138266,0.201,0.127,1
"Selplg",0.001512960402788,-0.28033141772894,0.467,0.56,1
"Rpl14",0.00154653360825641,-0.220781532786419,0.935,0.949,1
"Phf6",0.00155009810311222,1.17282376608466,0.073,0.028,1
"Gm14681",0.00156192656970347,0.343268541845929,0.264,0.176,1
"Tmem108",0.00156752051845541,-1.03447756740701,0.067,0.115,1
"Ldb1",0.00156990500313246,-0.652698918275305,0.174,0.242,1
"Zc3h7a",0.00157331007032796,0.916413147085666,0.087,0.038,1
"Atn1",0.00158503078804328,-0.45720673303525,0.343,0.417,1
"Dazap2",0.00160917168907858,0.361524349277401,0.387,0.298,1
"Csrp1",0.00161292242190743,1.5530392278254,0.057,0.018,1
"Lbr",0.00162360757018577,0.441731364840762,0.236,0.155,1
"Tank",0.00167256832378849,1.55802152302241,0.068,0.025,1
"Snhg1",0.00170724713230255,0.529932269827886,0.182,0.112,1
"Arhgdia",0.00173001007026171,-0.612333697077601,0.292,0.356,1
"Bin3",0.0017333337817223,1.65520545188494,0.071,0.028,1
"Gm8623",0.00174414672637073,-0.736501222719934,0.159,0.221,1
"Ehd4",0.00174694407417084,-2.70349337223119,0.026,0.059,1
"Crbn",0.00179049875051054,0.633689306749513,0.144,0.081,1
"Gm10123",0.00179903491298386,-0.771292404009934,0.105,0.16,1
"Uqcrc2",0.00180280608239526,0.763982121023367,0.201,0.135,1
"Mxd4",0.00180949127647167,-0.74128677143052,0.058,0.104,1
"Mtap7",0.00181973975935078,1.4513060063838,0.064,0.023,1
"Rpl37a",0.0018260849829575,-0.133379599275154,0.971,0.975,1
"Ghitm",0.00183860398643488,0.313134368479921,0.197,0.125,1
"Psma7",0.00186968304644372,0.407936554210407,0.327,0.244,1
"Eif1b",0.00188576872660662,-0.879134631599932,0.091,0.142,1
